movieId,movie_title,movie_year,plot_index,plot_title,plot_year,match_method,match_score,status,timestamp
34,Babe (1995),1995.0,12364.0,Babe,,exact_title,100.0,matched,2026-05-06T06:17:19.166766
36,Dead Man Walking (1995),1995.0,12410.0,Dead Man Walking,,exact_title,100.0,matched,2026-05-06T06:17:19.166802
38,It Takes Two (1995),1995.0,12468.0,It Takes Two,,exact_title,100.0,matched,2026-05-06T06:17:19.166846
39,Clueless (1995),1995.0,12398.0,Clueless,,exact_title,100.0,matched,2026-05-06T06:17:19.166886
40,"Cry, the Beloved Country (1995)",1995.0,18963.0,"Cry, the Beloved Country",,exact_title,100.0,matched,2026-05-06T06:17:19.166925
41,Richard III (1995),1995.0,20619.0,Richard III,,exact_title,100.0,matched,2026-05-06T06:17:19.166965
42,Dead Presidents (1995),1995.0,12411.0,Dead Presidents,,exact_title,100.0,matched,2026-05-06T06:17:19.167000
43,Restoration (1995),1995.0,12542.0,Restoration,,exact_title,100.0,matched,2026-05-06T06:17:19.167041
44,Mortal Kombat (1995),1995.0,12506.0,Mortal Kombat,,exact_title,100.0,matched,2026-05-06T06:17:19.167081
45,To Die For (1995),1995.0,20603.0,To Die For,,exact_title,100.0,matched,2026-05-06T06:17:19.167121
46,How to Make an American Quilt (1995),1995.0,483.0,America,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.167157
47,Seven (a.k.a. Se7en) (1995),1995.0,12552.0,Seven,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.167197
48,Pocahontas (1995),1995.0,12535.0,Pocahontas,,exact_title,100.0,matched,2026-05-06T06:17:19.167237
49,When Night Is Falling (1995),1995.0,21944.0,When Night Is Falling,,exact_title,100.0,matched,2026-05-06T06:17:19.167276
50,"Usual Suspects, The (1995)",1995.0,12584.0,The Usual Suspects,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.167316
52,Mighty Aphrodite (1995),1995.0,12502.0,Mighty Aphrodite,,exact_title,100.0,matched,2026-05-06T06:17:19.167357
53,Lamerica (1994),1994.0,483.0,America,,fuzzy_auto,93.33333333333333,matched,2026-05-06T06:17:19.167393
54,"Big Green, The (1995)",1995.0,12375.0,The Big Green,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.167435
55,Georgia (1995),1995.0,9875.0,The Night the Lights Went Out in Georgia,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.167476
57,Home for the Holidays (1995),1995.0,12460.0,Home for the Holidays,,exact_title,100.0,matched,2026-05-06T06:17:19.167515
58,"Postman, The (Postino, Il) (1994)",1994.0,17370.0,The Post,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.167559
60,"Indian in the Cupboard, The (1995)",1995.0,12467.0,The Indian in the Cupboard,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.167598
61,Eye for an Eye (1996),1996.0,12687.0,Eye for an Eye,,exact_title,100.0,matched,2026-05-06T06:17:19.167640
62,Mr. Holland's Opus (1995),1995.0,12508.0,Mr. Holland's Opus,,exact_title,100.0,matched,2026-05-06T06:17:19.167676
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996.0,12670.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,,exact_title,100.0,matched,2026-05-06T06:17:19.167712
64,Two if by Sea (1996),1996.0,19928.0,if....,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.167751
65,Bio-Dome (1996),1996.0,12625.0,Bio-Dome,,exact_title,100.0,matched,2026-05-06T06:17:19.167786
66,Lawnmower Man 2: Beyond Cyberspace (1996),1996.0,12762.0,The Lawnmower Man 2: Beyond Cyberspace,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.167827
68,French Twist (Gazon maudit) (1995),1995.0,22097.0,Twist,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.167867
69,Friday (1995),1995.0,12437.0,Friday,,exact_title,100.0,matched,2026-05-06T06:17:19.167902
70,From Dusk Till Dawn (1996),1996.0,12706.0,From Dusk Till Dawn,,exact_title,100.0,matched,2026-05-06T06:17:19.167945
71,Fair Game (1995),1995.0,15828.0,Fair Game,,exact_title,100.0,matched,2026-05-06T06:17:19.167997
72,Kicking and Screaming (1995),1995.0,14694.0, Kicking & Screaming,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.168065
73,"Misérables, Les (1995)",1995.0,13278.0,Les Misérables,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.168102
74,Bed of Roses (1996),1996.0,12620.0,Bed of Roses,,exact_title,100.0,matched,2026-05-06T06:17:19.168146
75,Big Bully (1996),1996.0,12623.0,Big Bully,,exact_title,100.0,matched,2026-05-06T06:17:19.168182
76,Screamers (1995),1995.0,12550.0,Screamers,,exact_title,100.0,matched,2026-05-06T06:17:19.168228
77,Nico Icon (1995),1995.0,9974.0,Inchon,,fuzzy_ambiguous,72.0,ambiguous,2026-05-06T06:17:19.168269
78,"Crossing Guard, The (1995)",1995.0,12403.0,The Crossing Guard,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.168307
79,"Juror, The (1996)",1996.0,12749.0,The Juror,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.168346
80,"White Balloon, The (Badkonake sefid) (1995)",1995.0,28586.0,White,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.168385
81,Things to Do in Denver When You're Dead (1995),1995.0,12570.0,Things to Do in Denver When You're Dead,,exact_title,100.0,matched,2026-05-06T06:17:19.168423
82,Antonia's Line (Antonia) (1995),1995.0,8012.0,Red Line 7000,,fuzzy_ambiguous,85.5,ambiguous,2026-05-06T06:17:19.168461
83,Once Upon a Time... When We Were Colored (1995),1995.0,3884.0,Once Upon a Time,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.168501
85,Angels and Insects (1995),1995.0,12359.0,Angels and Insects,,exact_title,100.0,matched,2026-05-06T06:17:19.168544
86,White Squall (1996),1996.0,12882.0,White Squall,,exact_title,100.0,matched,2026-05-06T06:17:19.168588
87,Dunston Checks In (1996),1996.0,12674.0,Dunston Checks In,,exact_title,100.0,matched,2026-05-06T06:17:19.168624
88,Black Sheep (1996),1996.0,12627.0,Black Sheep,,exact_title,100.0,matched,2026-05-06T06:17:19.168663
89,Nick of Time (1995),1995.0,12516.0,Nick of Time,,exact_title,100.0,matched,2026-05-06T06:17:19.168698
92,Mary Reilly (1996),1996.0,12774.0,Mary Reilly,,exact_title,100.0,matched,2026-05-06T06:17:19.168734
93,Vampire in Brooklyn (1995),1995.0,12585.0,Vampire in Brooklyn,,exact_title,100.0,matched,2026-05-06T06:17:19.168769
94,Beautiful Girls (1996),1996.0,12618.0,Beautiful Girls,,exact_title,100.0,matched,2026-05-06T06:17:19.168810
95,Broken Arrow (1996),1996.0,12636.0,Broken Arrow,,exact_title,100.0,matched,2026-05-06T06:17:19.168848
96,In the Bleak Midwinter (1995),1995.0,28075.0,Winter,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.168889
97,"Hate (Haine, La) (1995)",1995.0,3187.0,Six Lessons from Madame La Zonga,,fuzzy_ambiguous,85.5,ambiguous,2026-05-06T06:17:19.168927
99,Heidi Fleiss: Hollywood Madam (1995),1995.0,2227.0,Heidi,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.168963
100,City Hall (1996),1996.0,12654.0,City Hall,,exact_title,100.0,matched,2026-05-06T06:17:19.169005
101,Bottle Rocket (1996),1996.0,12630.0,Bottle Rocket,,exact_title,100.0,matched,2026-05-06T06:17:19.169045
102,Mr. Wrong (1996),1996.0,12788.0,Mr. Wrong,,exact_title,100.0,matched,2026-05-06T06:17:19.169081
103,Unforgettable (1996),1996.0,17228.0,Unforgettable,,exact_title,100.0,matched,2026-05-06T06:17:19.169124
104,Happy Gilmore (1996),1996.0,12719.0,Happy Gilmore,,exact_title,100.0,matched,2026-05-06T06:17:19.169162
105,"Bridges of Madison County, The (1995)",1995.0,12384.0,The Bridges of Madison County,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.169205
106,Nobody Loves Me (Keiner liebt mich) (1994),1994.0,196.0,"Believe Me, Xantippe",,fuzzy_ambiguous,85.5,ambiguous,2026-05-06T06:17:19.169243
107,Muppet Treasure Island (1996),1996.0,12792.0,Muppet Treasure Island,,exact_title,100.0,matched,2026-05-06T06:17:19.169282
108,Catwalk (1996),1996.0,9098.0,W,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169320
110,Braveheart (1995),1995.0,12383.0,Braveheart,,exact_title,100.0,matched,2026-05-06T06:17:19.169359
111,Taxi Driver (1976),1976.0,24395.0,Taxi Driver,,exact_title,100.0,matched,2026-05-06T06:17:19.169401
112,Rumble in the Bronx (Hont faan kui) (1995),1995.0,23401.0,Rumble in the Bronx,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169441
113,Before and After (1996),1996.0,12621.0,Before and After,,exact_title,100.0,matched,2026-05-06T06:17:19.169476
116,Anne Frank Remembered (1995),1995.0,2656.0,Remember?,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169513
117,"Young Poisoner's Handbook, The (1995)",1995.0,11697.0,Poison,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169549
118,If Lucy Fell (1996),1996.0,12732.0,If Lucy Fell,,exact_title,100.0,matched,2026-05-06T06:17:19.169585
119,"Steal Big, Steal Little (1995)",1995.0,10897.0,Big,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169625
121,"Boys of St. Vincent, The (1992)",1992.0,12632.0,Boys,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169661
122,Boomerang (1992),1992.0,11766.0,Boomerang,,exact_title,100.0,matched,2026-05-06T06:17:19.169701
123,Chungking Express (Chung Hing sam lam) (1994),1994.0,23375.0,Chungking Express,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169738
125,Flirting With Disaster (1996),1996.0,12700.0,Flirting with Disaster,,exact_title,100.0,matched,2026-05-06T06:17:19.169780
126,"NeverEnding Story III, The (1994)",1994.0,10248.0,The NeverEnding Story,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.169820
128,Jupiter's Wife (1994),1994.0,641.0,It,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169856
129,Pie in the Sky (1996),1996.0,13324.0,Pi,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.169892
132,Jade (1995),1995.0,12470.0,Jade,,exact_title,100.0,matched,2026-05-06T06:17:19.169927
135,Down Periscope (1996),1996.0,12672.0,Down Periscope,,exact_title,100.0,matched,2026-05-06T06:17:19.169962
137,Man of the Year (1995),1995.0,14998.0,Man of the Year,,exact_title,100.0,matched,2026-05-06T06:17:19.170005
140,Up Close and Personal (1996),1996.0,12876.0,Up Close & Personal,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170047
141,"Birdcage, The (1996)",1996.0,12626.0,The Birdcage,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170083
144,"Brothers McMullen, The (1995)",1995.0,12385.0,The Brothers McMullen,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170118
145,Bad Boys (1995),1995.0,12366.0,Bad Boys,,exact_title,100.0,matched,2026-05-06T06:17:19.170153
146,"Amazing Panda Adventure, The (1995)",1995.0,12356.0,The Amazing Panda Adventure,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170188
147,"Basketball Diaries, The (1995)",1995.0,12370.0,The Basketball Diaries,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170224
148,"Awfully Big Adventure, An (1995)",1995.0,20604.0,An Awfully Big Adventure,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170263
149,Amateur (1994),1994.0,12123.0,Amateur,,exact_title,100.0,matched,2026-05-06T06:17:19.170299
150,Apollo 13 (1995),1995.0,12361.0,Apollo 13,,exact_title,100.0,matched,2026-05-06T06:17:19.170334
151,Rob Roy (1995),1995.0,12543.0,Rob Roy,,exact_title,100.0,matched,2026-05-06T06:17:19.170369
152,"Addiction, The (1995)",1995.0,12354.0,The Addiction,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170404
153,Batman Forever (1995),1995.0,12371.0,Batman Forever,,exact_title,100.0,matched,2026-05-06T06:17:19.170440
154,Beauty of the Day (Belle de jour) (1967),1967.0,21374.0,Belle,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.170478
155,Beyond Rangoon (1995),1995.0,12374.0,Beyond Rangoon,,exact_title,100.0,matched,2026-05-06T06:17:19.170513
156,Blue in the Face (1995),1995.0,12379.0,Blue in the Face,,exact_title,100.0,matched,2026-05-06T06:17:19.170548
157,Canadian Bacon (1995),1995.0,12388.0,Canadian Bacon,,exact_title,100.0,matched,2026-05-06T06:17:19.170588
158,Casper (1995),1995.0,12392.0,Casper,,exact_title,100.0,matched,2026-05-06T06:17:19.170623
159,Clockers (1995),1995.0,12397.0,Clockers,,exact_title,100.0,matched,2026-05-06T06:17:19.170659
160,Congo (1995),1995.0,12400.0,Congo,,exact_title,100.0,matched,2026-05-06T06:17:19.170695
161,Crimson Tide (1995),1995.0,12402.0,Crimson Tide,,exact_title,100.0,matched,2026-05-06T06:17:19.170730
162,Crumb (1994),1994.0,5428.0,M,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.170766
163,Desperado (1995),1995.0,12413.0,Desperado,,exact_title,100.0,matched,2026-05-06T06:17:19.170807
164,Devil in a Blue Dress (1995),1995.0,12414.0,Devil in a Blue Dress,,exact_title,100.0,matched,2026-05-06T06:17:19.170849
165,Die Hard: With a Vengeance (1995),1995.0,12415.0,Die Hard with a Vengeance,,exact_title,100.0,matched,2026-05-06T06:17:19.170884
166,"Doom Generation, The (1995)",1995.0,12418.0,The Doom Generation,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.170921
168,First Knight (1995),1995.0,12430.0,First Knight,,exact_title,100.0,matched,2026-05-06T06:17:19.170960
169,Free Willy 2: The Adventure Home (1995),1995.0,12435.0,Free Willy 2: The Adventure Home,,exact_title,100.0,matched,2026-05-06T06:17:19.170995
170,Hackers (1995),1995.0,12449.0,Hackers,,exact_title,100.0,matched,2026-05-06T06:17:19.171039
171,Jeffrey (1995),1995.0,12472.0,Jeffrey,,exact_title,100.0,matched,2026-05-06T06:17:19.171075
172,Johnny Mnemonic (1995),1995.0,12474.0,Johnny Mnemonic,,exact_title,100.0,matched,2026-05-06T06:17:19.171126
173,Judge Dredd (1995),1995.0,12476.0,Judge Dredd,,exact_title,100.0,matched,2026-05-06T06:17:19.171161
174,Jury Duty (1995),1995.0,12478.0,Jury Duty,,exact_title,100.0,matched,2026-05-06T06:17:19.171199
175,Kids (1995),1995.0,12482.0,Kids,,exact_title,100.0,matched,2026-05-06T06:17:19.171244
176,Living in Oblivion (1995),1995.0,12489.0,Living in Oblivion,,exact_title,100.0,matched,2026-05-06T06:17:19.171286
177,Lord of Illusions (1995),1995.0,12490.0,Lord of Illusions,,exact_title,100.0,matched,2026-05-06T06:17:19.171324
178,Love & Human Remains (1993),1993.0,334.0,Love,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.171370
179,Mad Love (1995),1995.0,12492.0,Mad Love,,exact_title,100.0,matched,2026-05-06T06:17:19.171405
180,Mallrats (1995),1995.0,12496.0,Mallrats,,exact_title,100.0,matched,2026-05-06T06:17:19.171440
181,Mighty Morphin Power Rangers: The Movie (1995),1995.0,12503.0,Mighty Morphin Power Rangers: The Movie,,exact_title,100.0,matched,2026-05-06T06:17:19.171476
183,Mute Witness (1994),1994.0,641.0,It,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.171517
184,Nadja (1994),1994.0,27267.0,A,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.171554
185,"Net, The (1995)",1995.0,12514.0,The Net,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.171597
186,Nine Months (1995),1995.0,12518.0,Nine Months,,exact_title,100.0,matched,2026-05-06T06:17:19.171641
187,Party Girl (1995),1995.0,7085.0,Party Girl,,exact_title,100.0,matched,2026-05-06T06:17:19.171682
188,"Prophecy, The (1995)",1995.0,12539.0,The Prophecy,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.171724
189,Reckless (1995),1995.0,12541.0,Reckless,,exact_title,100.0,matched,2026-05-06T06:17:19.171760
190,Safe (1995),1995.0,16364.0,Safe,,exact_title,100.0,matched,2026-05-06T06:17:19.171805
191,"Scarlet Letter, The (1995)",1995.0,1778.0,The Scarlet Letter,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.171842
193,Showgirls (1995),1995.0,12554.0,Showgirls,,exact_title,100.0,matched,2026-05-06T06:17:19.171881
194,Smoke (1995),1995.0,12558.0,Smoke,,exact_title,100.0,matched,2026-05-06T06:17:19.171919
195,Something to Talk About (1995),1995.0,32581.0,Something Something,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.171956
196,Species (1995),1995.0,12560.0,Species,,exact_title,100.0,matched,2026-05-06T06:17:19.171991
198,Strange Days (1995),1995.0,12563.0,Strange Days,,exact_title,100.0,matched,2026-05-06T06:17:19.172026
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1964.0,1.0,Love by the Light of the Moon,,fuzzy_ambiguous,85.5,ambiguous,2026-05-06T06:17:19.172062
201,Three Wishes (1995),1995.0,12571.0,Three Wishes,,exact_title,100.0,matched,2026-05-06T06:17:19.172098
202,Total Eclipse (1995),1995.0,15823.0,The Twilight Saga: Eclipse,,fuzzy_ambiguous,85.5,ambiguous,2026-05-06T06:17:19.172144
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995.0,12574.0,"To Wong Foo, Thanks for Everything! Julie Newmar",,exact_title,100.0,matched,2026-05-06T06:17:19.172187
204,Under Siege 2: Dark Territory (1995),1995.0,12582.0,Under Siege 2: Dark Territory,,exact_title,100.0,matched,2026-05-06T06:17:19.172222
205,Unstrung Heroes (1995),1995.0,9370.0,Heroes,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.172260
206,Unzipped (1995),1995.0,12675.0,Ed,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.172297
207,"Walk in the Clouds, A (1995)",1995.0,12589.0,A Walk in the Clouds,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.172332
208,Waterworld (1995),1995.0,12591.0,Waterworld,,exact_title,100.0,matched,2026-05-06T06:17:19.172377
209,White Man's Burden (1995),1995.0,12594.0,White Man's Burden,,exact_title,100.0,matched,2026-05-06T06:17:19.172421
210,Wild Bill (1995),1995.0,21185.0,Wild Bill,,exact_title,100.0,matched,2026-05-06T06:17:19.172464
211,"Browning Version, The (1994)",1994.0,18961.0,The Browning Version,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.172503
212,Bushwhacked (1995),1995.0,12386.0,Bushwhacked,,exact_title,100.0,matched,2026-05-06T06:17:19.172538
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),1994.0,34109.0,The Sun,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.172575
214,Before the Rain (Pred dozhdot) (1994),1994.0,1386.0,Rain,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.172610
215,Before Sunrise (1995),1995.0,12373.0,Before Sunrise,,exact_title,100.0,matched,2026-05-06T06:17:19.172645
216,Billy Madison (1995),1995.0,12376.0,Billy Madison,,exact_title,100.0,matched,2026-05-06T06:17:19.172680
217,"Babysitter, The (1995)",1995.0,641.0,It,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.172715
218,Boys on the Side (1995),1995.0,12381.0,Boys on the Side,,exact_title,100.0,matched,2026-05-06T06:17:19.172750
219,"Cure, The (1995)",1995.0,12405.0,The Cure,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.172786
220,Castle Freak (1995),1995.0,12393.0,Castle Freak,,exact_title,100.0,matched,2026-05-06T06:17:19.172830
222,Circle of Friends (1995),1995.0,20608.0,Circle of Friends,,exact_title,100.0,matched,2026-05-06T06:17:19.172868
223,Clerks (1994),1994.0,12158.0,Clerks,,exact_title,100.0,matched,2026-05-06T06:17:19.172912
224,Don Juan DeMarco (1995),1995.0,12417.0,Don Juan DeMarco,,exact_title,100.0,matched,2026-05-06T06:17:19.172947
225,Disclosure (1994),1994.0,12175.0,Disclosure,,exact_title,100.0,matched,2026-05-06T06:17:19.172986
227,Drop Zone (1994),1994.0,12178.0,Drop Zone,,exact_title,100.0,matched,2026-05-06T06:17:19.173028
228,Destiny Turns on the Radio (1995),1995.0,3775.0,Destiny,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.173065
229,Death and the Maiden (1994),1994.0,12173.0,Death and the Maiden,,exact_title,100.0,matched,2026-05-06T06:17:19.173103
230,Dolores Claiborne (1995),1995.0,12416.0,Dolores Claiborne,,exact_title,100.0,matched,2026-05-06T06:17:19.173139
231,Dumb & Dumber (Dumb and Dumber) (1994),1994.0,12179.0,Dumb and Dumber,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.173193
232,Eat Drink Man Woman (Yin shi nan nu) (1994),1994.0,95.0,The Property Man,,fuzzy_ambiguous,85.5,ambiguous,2026-05-06T06:17:19.173231
233,Exotica (1994),1994.0,21929.0,Exotica,,exact_title,100.0,matched,2026-05-06T06:17:19.173270
234,Exit to Eden (1994),1994.0,12183.0,Exit to Eden,,exact_title,100.0,matched,2026-05-06T06:17:19.173310
235,Ed Wood (1994),1994.0,12180.0,Ed Wood,,exact_title,100.0,matched,2026-05-06T06:17:19.173346
236,French Kiss (1995),1995.0,12436.0,French Kiss,,exact_title,100.0,matched,2026-05-06T06:17:19.173381
237,Forget Paris (1995),1995.0,12433.0,Forget Paris,,exact_title,100.0,matched,2026-05-06T06:17:19.173416
238,Far From Home: The Adventures of Yellow Dog (1995),1995.0,12428.0,Far from Home: The Adventures of Yellow Dog,,exact_title,100.0,matched,2026-05-06T06:17:19.173451
239,"Goofy Movie, A (1995)",1995.0,9521.0,Movie Movie,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.173489
240,Hideaway (1995),1995.0,12457.0,Hideaway,,exact_title,100.0,matched,2026-05-06T06:17:19.173528
241,Fluke (1995),1995.0,12432.0,Fluke,,exact_title,100.0,matched,2026-05-06T06:17:19.173566
242,Farinelli: il castrato (1994),1994.0,12262.0,Nell,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.173605
243,Gordy (1995),1995.0,12445.0,Gordy,,exact_title,100.0,matched,2026-05-06T06:17:19.173641
246,Hoop Dreams (1994),1994.0,32554.0,Dream,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.173678
247,Heavenly Creatures (1994),1994.0,10347.0,Creature,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.173718
248,Houseguest (1994),1994.0,12461.0,Houseguest,,exact_title,100.0,matched,2026-05-06T06:17:19.173754
249,Immortal Beloved (1994),1994.0,12210.0,Immortal Beloved,,exact_title,100.0,matched,2026-05-06T06:17:19.173794
250,Heavyweights (Heavy Weights) (1995),1995.0,12454.0,Heavy,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.173829
251,"Hunted, The (1995)",1995.0,4680.0,The Hunted,,fuzzy_auto,95.0,matched,2026-05-06T06:17:19.173865
252,I.Q. (1994),1994.0,12209.0,I.Q.,,exact_title,100.0,matched,2026-05-06T06:17:19.173905
253,Interview with the Vampire: The Vampire Chronicles (1994),1994.0,6941.0,The Vampire,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.173946
254,Jefferson in Paris (1995),1995.0,12471.0,Jefferson in Paris,,exact_title,100.0,matched,2026-05-06T06:17:19.173981
255,"Jerky Boys, The (1995)",1995.0,12473.0,The Jerky Boys: The Movie,,fuzzy_auto,90.0,matched,2026-05-06T06:17:19.174018
256,Junior (1994),1994.0,12223.0,Junior,,exact_title,100.0,matched,2026-05-06T06:17:19.174053
