userId,rank,movieId,title,score
31,7,480,Jurassic Park (1993),236
31,8,110,Braveheart (1995),234
31,9,589,Terminator 2: Judgment Day (1991),221
31,10,2959,Fight Club (1999),218
32,1,356,Forrest Gump (1994),325
32,2,2571,"Matrix, The (1999)",277
32,3,480,Jurassic Park (1993),236
32,4,110,Braveheart (1995),234
32,5,589,Terminator 2: Judgment Day (1991),221
32,6,2959,Fight Club (1999),218
32,7,2858,American Beauty (1999),202
32,8,150,Apollo 13 (1995),200
32,9,47,Seven (a.k.a. Se7en) (1995),197
32,10,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
33,1,260,Star Wars: Episode IV - A New Hope (1977),250
33,2,480,Jurassic Park (1993),236
33,3,2959,Fight Club (1999),218
33,4,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
33,5,2858,American Beauty (1999),202
33,6,47,Seven (a.k.a. Se7en) (1995),197
33,7,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
33,8,780,Independence Day (a.k.a. ID4) (1996),196
33,9,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),194
33,10,592,Batman (1989),188
34,1,296,Pulp Fiction (1994),304
34,2,593,"Silence of the Lambs, The (1991)",276
34,3,260,Star Wars: Episode IV - A New Hope (1977),250
34,4,480,Jurassic Park (1993),236
34,5,1,Toy Story (1995),215
34,6,527,Schindler's List (1993),214
34,7,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
34,8,2858,American Beauty (1999),202
34,9,150,Apollo 13 (1995),200
34,10,50,"Usual Suspects, The (1995)",198
35,1,356,Forrest Gump (1994),325
35,2,318,"Shawshank Redemption, The (1994)",313
35,3,296,Pulp Fiction (1994),304
35,4,2571,"Matrix, The (1999)",277
35,5,593,"Silence of the Lambs, The (1991)",276
35,6,260,Star Wars: Episode IV - A New Hope (1977),250
35,7,480,Jurassic Park (1993),236
35,8,110,Braveheart (1995),234
35,9,589,Terminator 2: Judgment Day (1991),221
35,10,2959,Fight Club (1999),218
36,1,356,Forrest Gump (1994),325
36,2,318,"Shawshank Redemption, The (1994)",313
36,3,296,Pulp Fiction (1994),304
36,4,2571,"Matrix, The (1999)",277
36,5,593,"Silence of the Lambs, The (1991)",276
36,6,260,Star Wars: Episode IV - A New Hope (1977),250
36,7,480,Jurassic Park (1993),236
36,8,110,Braveheart (1995),234
36,9,589,Terminator 2: Judgment Day (1991),221
36,10,2959,Fight Club (1999),218
37,1,2571,"Matrix, The (1999)",277
37,2,260,Star Wars: Episode IV - A New Hope (1977),250
37,3,480,Jurassic Park (1993),236
37,4,110,Braveheart (1995),234
37,5,589,Terminator 2: Judgment Day (1991),221
37,6,2959,Fight Club (1999),218
37,7,1,Toy Story (1995),215
37,8,527,Schindler's List (1993),214
37,9,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
37,10,2858,American Beauty (1999),202
38,1,2571,"Matrix, The (1999)",277
38,2,260,Star Wars: Episode IV - A New Hope (1977),250
38,3,589,Terminator 2: Judgment Day (1991),221
38,4,2959,Fight Club (1999),218
38,5,1,Toy Story (1995),215
38,6,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
38,7,2858,American Beauty (1999),202
38,8,47,Seven (a.k.a. Se7en) (1995),197
38,9,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
38,10,780,Independence Day (a.k.a. ID4) (1996),196
39,1,356,Forrest Gump (1994),325
39,2,318,"Shawshank Redemption, The (1994)",313
39,3,480,Jurassic Park (1993),236
39,4,110,Braveheart (1995),234
39,5,2959,Fight Club (1999),218
39,6,1,Toy Story (1995),215
39,7,527,Schindler's List (1993),214
39,8,150,Apollo 13 (1995),200
39,9,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
39,10,780,Independence Day (a.k.a. ID4) (1996),196
40,1,356,Forrest Gump (1994),325
40,2,2571,"Matrix, The (1999)",277
40,3,593,"Silence of the Lambs, The (1991)",276
40,4,260,Star Wars: Episode IV - A New Hope (1977),250
40,5,480,Jurassic Park (1993),236
40,6,589,Terminator 2: Judgment Day (1991),221
40,7,2959,Fight Club (1999),218
40,8,527,Schindler's List (1993),214
40,9,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
40,10,2858,American Beauty (1999),202
41,1,318,"Shawshank Redemption, The (1994)",313
41,2,260,Star Wars: Episode IV - A New Hope (1977),250
41,3,480,Jurassic Park (1993),236
41,4,110,Braveheart (1995),234
41,5,589,Terminator 2: Judgment Day (1991),221
41,6,1,Toy Story (1995),215
41,7,527,Schindler's List (1993),214
41,8,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
41,9,150,Apollo 13 (1995),200
41,10,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
42,1,480,Jurassic Park (1993),236
42,2,589,Terminator 2: Judgment Day (1991),221
42,3,1,Toy Story (1995),215
42,4,2858,American Beauty (1999),202
42,5,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
42,6,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),194
42,7,5952,"Lord of the Rings: The Two Towers, The (2002)",187
42,8,7153,"Lord of the Rings: The Return of the King, The (2003)",185
42,9,588,Aladdin (1992),181
42,10,608,Fargo (1996),180
43,1,2571,"Matrix, The (1999)",277
43,2,593,"Silence of the Lambs, The (1991)",276
43,3,260,Star Wars: Episode IV - A New Hope (1977),250
43,4,2959,Fight Club (1999),218
43,5,527,Schindler's List (1993),214
43,6,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
43,7,2858,American Beauty (1999),202
43,8,50,"Usual Suspects, The (1995)",198
43,9,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
43,10,780,Independence Day (a.k.a. ID4) (1996),196
44,1,356,Forrest Gump (1994),325
44,2,318,"Shawshank Redemption, The (1994)",313
44,3,296,Pulp Fiction (1994),304
44,4,2571,"Matrix, The (1999)",277
44,5,593,"Silence of the Lambs, The (1991)",276
44,6,480,Jurassic Park (1993),236
44,7,110,Braveheart (1995),234
44,8,589,Terminator 2: Judgment Day (1991),221
44,9,2959,Fight Club (1999),218
44,10,527,Schindler's List (1993),214
45,1,318,"Shawshank Redemption, The (1994)",313
45,2,527,Schindler's List (1993),214
45,3,47,Seven (a.k.a. Se7en) (1995),197
45,4,592,Batman (1989),188
45,5,5952,"Lord of the Rings: The Two Towers, The (2002)",187
45,6,7153,"Lord of the Rings: The Return of the King, The (2003)",185
45,7,608,Fargo (1996),180
45,8,377,Speed (1994),168
45,9,4226,Memento (2000),157
45,10,58559,"Dark Knight, The (2008)",146
46,1,356,Forrest Gump (1994),325
46,2,296,Pulp Fiction (1994),304
46,3,2571,"Matrix, The (1999)",277
46,4,260,Star Wars: Episode IV - A New Hope (1977),250
46,5,480,Jurassic Park (1993),236
46,6,589,Terminator 2: Judgment Day (1991),221
46,7,2959,Fight Club (1999),218
46,8,527,Schindler's List (1993),214
46,9,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
46,10,2858,American Beauty (1999),202
47,1,296,Pulp Fiction (1994),304
47,2,2571,"Matrix, The (1999)",277
47,3,260,Star Wars: Episode IV - A New Hope (1977),250
47,4,480,Jurassic Park (1993),236
47,5,110,Braveheart (1995),234
47,6,589,Terminator 2: Judgment Day (1991),221
47,7,1,Toy Story (1995),215
47,8,527,Schindler's List (1993),214
47,9,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
47,10,2858,American Beauty (1999),202
48,1,356,Forrest Gump (1994),325
48,2,318,"Shawshank Redemption, The (1994)",313
48,3,296,Pulp Fiction (1994),304
48,4,593,"Silence of the Lambs, The (1991)",276
48,5,260,Star Wars: Episode IV - A New Hope (1977),250
48,6,480,Jurassic Park (1993),236
48,7,110,Braveheart (1995),234
48,8,589,Terminator 2: Judgment Day (1991),221
48,9,2959,Fight Club (1999),218
48,10,1,Toy Story (1995),215
49,1,296,Pulp Fiction (1994),304
49,2,593,"Silence of the Lambs, The (1991)",276
49,3,260,Star Wars: Episode IV - A New Hope (1977),250
49,4,480,Jurassic Park (1993),236
49,5,589,Terminator 2: Judgment Day (1991),221
49,6,2959,Fight Club (1999),218
49,7,1,Toy Story (1995),215
49,8,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
49,9,2858,American Beauty (1999),202
49,10,150,Apollo 13 (1995),200
50,1,260,Star Wars: Episode IV - A New Hope (1977),250
50,2,480,Jurassic Park (1993),236
50,3,110,Braveheart (1995),234
50,4,589,Terminator 2: Judgment Day (1991),221
50,5,527,Schindler's List (1993),214
50,6,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
50,7,2858,American Beauty (1999),202
50,8,150,Apollo 13 (1995),200
50,9,50,"Usual Suspects, The (1995)",198
50,10,47,Seven (a.k.a. Se7en) (1995),197
51,1,356,Forrest Gump (1994),325
51,2,318,"Shawshank Redemption, The (1994)",313
51,3,296,Pulp Fiction (1994),304
51,4,2571,"Matrix, The (1999)",277
51,5,480,Jurassic Park (1993),236
51,6,110,Braveheart (1995),234
51,7,2959,Fight Club (1999),218
51,8,1,Toy Story (1995),215
51,9,2858,American Beauty (1999),202
51,10,150,Apollo 13 (1995),200
52,1,296,Pulp Fiction (1994),304
52,2,593,"Silence of the Lambs, The (1991)",276
52,3,480,Jurassic Park (1993),236
52,4,110,Braveheart (1995),234
52,5,589,Terminator 2: Judgment Day (1991),221
52,6,1,Toy Story (1995),215
52,7,527,Schindler's List (1993),214
52,8,2858,American Beauty (1999),202
52,9,50,"Usual Suspects, The (1995)",198
52,10,47,Seven (a.k.a. Se7en) (1995),197
53,1,356,Forrest Gump (1994),325
53,2,318,"Shawshank Redemption, The (1994)",313
53,3,296,Pulp Fiction (1994),304
53,4,2571,"Matrix, The (1999)",277
53,5,593,"Silence of the Lambs, The (1991)",276
53,6,260,Star Wars: Episode IV - A New Hope (1977),250
53,7,480,Jurassic Park (1993),236
53,8,110,Braveheart (1995),234
53,9,589,Terminator 2: Judgment Day (1991),221
53,10,2959,Fight Club (1999),218
54,1,2571,"Matrix, The (1999)",277
54,2,260,Star Wars: Episode IV - A New Hope (1977),250
54,3,2959,Fight Club (1999),218
54,4,527,Schindler's List (1993),214
54,5,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
54,6,2858,American Beauty (1999),202
54,7,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
54,8,780,Independence Day (a.k.a. ID4) (1996),196
54,9,1210,Star Wars: Episode VI - Return of the Jedi (1983),196
54,10,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),194
55,1,356,Forrest Gump (1994),325
55,2,318,"Shawshank Redemption, The (1994)",313
55,3,296,Pulp Fiction (1994),304
55,4,2571,"Matrix, The (1999)",277
55,5,593,"Silence of the Lambs, The (1991)",276
55,6,260,Star Wars: Episode IV - A New Hope (1977),250
55,7,480,Jurassic Park (1993),236
55,8,110,Braveheart (1995),234
55,9,589,Terminator 2: Judgment Day (1991),221
55,10,2959,Fight Club (1999),218
56,1,2571,"Matrix, The (1999)",277
56,2,260,Star Wars: Episode IV - A New Hope (1977),250
56,3,2959,Fight Club (1999),218
56,4,1,Toy Story (1995),215
56,5,527,Schindler's List (1993),214
56,6,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
56,7,2858,American Beauty (1999),202
56,8,150,Apollo 13 (1995),200
56,9,50,"Usual Suspects, The (1995)",198
56,10,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
57,1,318,"Shawshank Redemption, The (1994)",313
57,2,2959,Fight Club (1999),218
57,3,47,Seven (a.k.a. Se7en) (1995),197
57,4,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
57,5,5952,"Lord of the Rings: The Two Towers, The (2002)",187
57,6,7153,"Lord of the Rings: The Return of the King, The (2003)",185
57,7,4306,Shrek (2001),168
57,8,344,Ace Ventura: Pet Detective (1994),161
57,9,4226,Memento (2000),157
57,10,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),149
58,1,2571,"Matrix, The (1999)",277
58,2,593,"Silence of the Lambs, The (1991)",276
58,3,260,Star Wars: Episode IV - A New Hope (1977),250
58,4,2959,Fight Club (1999),218
58,5,1,Toy Story (1995),215
58,6,1196,Star Wars: Episode V - The Empire Strikes Back (1980),210
58,7,2858,American Beauty (1999),202
58,8,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
58,9,1210,Star Wars: Episode VI - Return of the Jedi (1983),196
58,10,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),194
59,1,356,Forrest Gump (1994),325
59,2,318,"Shawshank Redemption, The (1994)",313
59,3,296,Pulp Fiction (1994),304
59,4,2959,Fight Club (1999),218
59,5,1,Toy Story (1995),215
59,6,2858,American Beauty (1999),202
59,7,150,Apollo 13 (1995),200
59,8,50,"Usual Suspects, The (1995)",198
59,9,47,Seven (a.k.a. Se7en) (1995),197
59,10,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",197
60,1,356,Forrest Gump (1994),325
60,2,296,Pulp Fiction (1994),304
60,3,2571,"Matrix, The (1999)",277
60,4,593,"Silence of the Lambs, The (1991)",276
60,5,260,Star Wars: Episode IV - A New Hope (1977),250
60,6,480,Jurassic Park (1993),236
60,7,110,Braveheart (1995),234
60,8,589,Terminator 2: Judgment Day (1991),221
60,9,2959,Fight Club (1999),218
60,10,1,Toy Story (1995),215
61,1,356,Forrest Gump (1994),325
61,2,296,Pulp Fiction (1994),304
61,3,2571,"Matrix, The (1999)",277
61,4,593,"Silence of the Lambs, The (1991)",276
61,5,260,Star Wars: Episode IV - A New Hope (1977),250
61,6,480,Jurassic Park (1993),236
61,7,110,Braveheart (1995),234
61,8,589,Terminator 2: Judgment Day (1991),221
61,9,2959,Fight Club (1999),218
61,10,1,Toy Story (1995),215
62,1,480,Jurassic Park (1993),236
62,2,589,Terminator 2: Judgment Day (1991),221
62,3,1,Toy Story (1995),215
62,4,2858,American Beauty (1999),202
62,5,150,Apollo 13 (1995),200
62,6,50,"Usual Suspects, The (1995)",198
62,7,780,Independence Day (a.k.a. ID4) (1996),196
62,8,457,"Fugitive, The (1993)",189
62,9,592,Batman (1989),188
62,10,588,Aladdin (1992),181
